location,bhk,total_sqft,bath,price
MALLESHWARAM,1,705.0,1.0,67.0
MALLESHWARAM,7,12000.0,7.0,2200.0
MALLESHWARAM,4,2500.0,5.0,325.0
MALLESHWARAM,3,2006.0,3.0,297.0
MALLESHWARAM,1,686.0,1.0,62.5
MALLESHWARAM,3,2475.0,4.0,332.0
MALLESHWARAM,3,2610.0,3.0,399.0
MALLESHWARAM,3,2475.0,4.0,320.0
MALLESHWARAM,2,900.0,2.0,95.0
MALLESHWARAM,2,1420.0,2.0,158.0
MALLESHWARAM,3,2000.0,3.0,250.0
MALLESHWARAM,3,2215.0,3.0,275.0
MALLESHWARAM,3,2475.0,4.0,300.0
MALLESHWARAM,3,2215.0,4.0,310.0
MALLESHWARAM,1,480.0,1.0,60.0
MALLESHWARAM,2,1290.0,2.0,120.0
MALLESHWARAM,3,2475.0,4.0,326.0
MALLESHWARAM,3,2476.0,3.0,337.0
MALLESHWARAM,2,900.0,2.0,90.0
MALLESHWARAM,3,2050.0,4.0,270.0
MALLESHWARAM,2,900.0,2.0,72.0
MALLESHWARAM,1,620.0,1.0,86.8
MALLESHWARAM,2,600.0,1.0,68.0
MALLESHWARAM,3,2475.0,4.0,337.0
MALLESHWARAM,3,2215.0,3.0,275.0
MALLESHWARAM,3,2215.0,3.0,330.0
MALLESHWARAM,2,1020.0,2.0,80.0
MALLESHWARAM,2,600.0,1.0,90.0
MALLESHWARAM,3,2200.0,3.0,275.0
MALLESHWARAM,2,1500.0,2.0,140.0
MALLESHWARAM,3,2475.0,4.0,340.0
MALLESHWARAM,2,1400.0,2.0,190.0
MALLESHWARAM,3,2400.0,3.0,380.0
MALLESHWARAM,1,580.0,1.0,45.0
MALLESHWARAM,2,1410.0,2.0,125.0
MARATHAHALLI,2,1220.0,2.0,57.0
MARATHAHALLI,2,1200.0,2.0,52.0
MARATHAHALLI,2,1200.0,2.0,60.0
MARATHAHALLI,3,1933.0,3.0,140.0
MARATHAHALLI,2,950.0,2.0,46.96
MARATHAHALLI,2,1230.0,2.0,80.0
MARATHAHALLI,4,3800.0,4.0,250.0
MARATHAHALLI,2,1019.0,2.0,49.85
MARATHAHALLI,2,1215.0,2.0,67.0
MARATHAHALLI,4,2181.0,3.0,152.0
MARATHAHALLI,2,1170.0,2.0,53.0
MARATHAHALLI,2,1019.0,2.0,49.86
MARATHAHALLI,2,1325.0,2.0,71.55
MARATHAHALLI,2,1220.0,2.0,56.5
MARATHAHALLI,2,1152.0,2.0,56.0
MARATHAHALLI,3,1610.0,3.0,90.0
MARATHAHALLI,2,1146.0,2.0,70.0
MARATHAHALLI,3,1469.0,3.0,89.0
MARATHAHALLI,4,2519.0,5.0,185.0
MARATHAHALLI,2,957.0,2.0,46.9
MARATHAHALLI,3,1583.0,3.0,105.0
MARATHAHALLI,4,2524.0,5.0,190.0
MARATHAHALLI,2,1071.0,2.0,52.25
MARATHAHALLI,2,1215.0,2.0,58.86
MARATHAHALLI,2,1102.0,2.0,53.67
MARATHAHALLI,3,1900.0,3.0,123.0
MARATHAHALLI,2,1045.0,2.0,60.0
MARATHAHALLI,2,1365.0,2.0,73.0
MARATHAHALLI,2,1208.0,2.0,70.0
MARATHAHALLI,2,1325.0,1.0,92.0
MARATHAHALLI,3,1525.0,3.0,90.0
MARATHAHALLI,3,1937.0,3.0,140.0
MARATHAHALLI,2,1350.0,2.0,86.0
MARATHAHALLI,2,957.0,2.0,47.0
MARATHAHALLI,2,1230.0,2.0,57.0
MARATHAHALLI,2,1200.0,2.0,58.0
MARATHAHALLI,1,607.0,1.0,35.0
MARATHAHALLI,3,1583.0,3.0,109.0
MARATHAHALLI,2,1075.0,2.0,52.43
MARATHAHALLI,2,1360.0,2.0,103.0
MARATHAHALLI,2,1220.0,2.0,58.5
MARATHAHALLI,2,950.0,2.0,45.68
MARATHAHALLI,1,615.0,1.0,44.0
MARATHAHALLI,3,1595.0,3.0,90.0
MARATHAHALLI,2,1350.0,2.0,89.0
MARATHAHALLI,2,1020.0,2.0,57.0
MARATHAHALLI,2,1600.0,3.0,88.0
MARATHAHALLI,1,780.0,1.0,55.0
MARATHAHALLI,3,1710.0,3.0,100.0
MARATHAHALLI,2,1358.0,2.0,81.0
MARATHAHALLI,2,1205.0,2.0,75.0
MARATHAHALLI,3,1730.0,3.0,110.0
MARATHAHALLI,3,1583.0,3.0,115.0
MARATHAHALLI,2,1200.0,2.0,67.0
MARATHAHALLI,2,1095.0,2.0,60.0
MARATHAHALLI,2,1060.0,2.0,48.0
MARATHAHALLI,2,1050.0,2.0,65.0
MARATHAHALLI,2,1102.0,2.0,53.67
MARATHAHALLI,2,1026.0,2.0,49.95
MARATHAHALLI,2,1220.0,2.0,59.0
MARATHAHALLI,2,881.0,2.0,48.06
MARATHAHALLI,3,1680.0,3.0,105.0
MARATHAHALLI,3,1910.0,3.0,119.0
MARATHAHALLI,2,1602.0,2.0,104.0
MARATHAHALLI,1,700.0,1.0,38.0
MARATHAHALLI,3,1690.0,3.0,116.0
MARATHAHALLI,2,1065.0,2.0,55.0
MARATHAHALLI,3,1693.0,3.0,125.0
MARATHAHALLI,3,1693.0,3.0,125.0
MARATHAHALLI,2,1196.0,2.0,57.9
MARATHAHALLI,3,1595.0,3.0,88.0
MARATHAHALLI,3,2122.0,3.0,125.0
MARATHAHALLI,3,1730.0,3.0,115.0
MARATHAHALLI,2,1125.0,2.0,55.0
MARATHAHALLI,3,1950.0,3.0,115.0
MARATHAHALLI,2,1250.0,2.0,68.0
MARATHAHALLI,2,1125.0,2.0,56.8
MARATHAHALLI,2,1350.0,2.0,90.0
MARATHAHALLI,2,1200.0,2.0,53.0
MARATHAHALLI,4,2500.0,5.0,175.0
MARATHAHALLI,2,957.0,2.0,47.0
MARATHAHALLI,2,1350.0,2.0,60.0
MARATHAHALLI,4,3400.0,4.0,235.0
MARATHAHALLI,2,1350.0,2.0,99.0
MARATHAHALLI,2,1285.0,2.0,55.0
MARATHAHALLI,4,2500.0,5.0,181.0
MARATHAHALLI,4,3800.0,4.0,235.0
MARATHAHALLI,4,3951.0,4.0,230.0
MARATHAHALLI,2,1125.0,2.0,54.8
MARATHAHALLI,3,1700.0,3.0,126.0
MARATHAHALLI,2,1270.0,2.0,73.0
MARATHAHALLI,2,950.0,2.0,46.7
MARATHAHALLI,3,1550.0,3.0,85.0
MARATHAHALLI,2,1019.0,2.0,49.86
MARATHAHALLI,2,1144.0,2.0,65.0
MARATHAHALLI,2,1240.0,2.0,55.0
MARATHAHALLI,1,1100.0,2.0,75.0
MARATHAHALLI,2,1156.0,2.0,52.0
MARATHAHALLI,4,2524.0,5.0,180.0
MARATHAHALLI,2,1135.0,2.0,60.0
MARATHAHALLI,3,1839.0,3.0,130.0
MARATHAHALLI,2,1170.0,2.0,85.0
MARATHAHALLI,3,1108.0,2.0,60.0
MARATHAHALLI,3,1449.0,3.0,110.0
MARATHAHALLI,2,1360.0,2.0,101.0
MARATHAHALLI,2,1026.0,2.0,50.18
MARATHAHALLI,2,1270.0,2.0,80.0
MARATHAHALLI,2,1100.0,2.0,50.0
MARATHAHALLI,2,1196.0,2.0,57.95
MARATHAHALLI,3,1485.0,2.0,90.0
MARATHAHALLI,2,1146.0,2.0,69.0
MARGONDANAHALLI,2,1090.0,2.0,58.0
MARGONDANAHALLI,2,1200.0,2.0,58.5
MARGONDANAHALLI,2,1200.0,2.0,67.0
MARGONDANAHALLI,2,1000.0,2.0,57.0
MARGONDANAHALLI,2,600.0,2.0,35.0
MARGONDANAHALLI,2,1200.0,2.0,69.0
MARGONDANAHALLI,2,900.0,2.0,49.0
MARGONDANAHALLI,2,1140.0,2.0,60.0
MARGONDANAHALLI,2,1100.0,2.0,55.0
MARGONDANAHALLI,2,1152.0,1.0,66.0
MARGONDANAHALLI,2,1200.0,2.0,65.0
MARGONDANAHALLI,2,1050.0,2.0,58.0
MARGONDANAHALLI,2,1160.0,2.0,65.0
MARGONDANAHALLI,2,1334.0,2.0,67.76
MARSUR,4,1800.0,4.0,145.0
MARSUR,3,1200.0,3.0,90.0
MARSUR,3,1200.0,3.0,120.0
MICO LAYOUT,9,5000.0,9.0,210.0
MICO LAYOUT,3,1550.0,2.0,65.0
MICO LAYOUT,2,1125.0,2.0,40.0
MICO LAYOUT,2,1190.0,2.0,39.25
MICO LAYOUT,1,800.0,1.0,29.5
MICO LAYOUT,3,1250.0,2.0,44.0
MICO LAYOUT,2,1171.0,2.0,39.0
MICO LAYOUT,2,1200.0,2.0,53.5
MICO LAYOUT,3,1670.0,3.0,59.0
MICO LAYOUT,2,1140.0,2.0,43.0
MUNNEKOLLAL,2,1170.0,2.0,52.0
MUNNEKOLLAL,2,1102.0,2.0,53.67
MUNNEKOLLAL,3,1390.0,3.0,68.0
MUNNEKOLLAL,2,1200.0,2.0,49.5
MUNNEKOLLAL,2,950.0,2.0,46.5
MUNNEKOLLAL,3,1560.0,3.0,75.0
MUNNEKOLLAL,3,1750.0,3.0,86.5
MUNNEKOLLAL,3,1385.0,2.0,66.5
MUNNEKOLLAL,2,1080.0,2.0,45.0
MUNNEKOLLAL,2,1170.0,2.0,59.0
MUNNEKOLLAL,3,1200.0,2.0,57.9
MUNNEKOLLAL,2,1030.0,2.0,50.36
MURUGESHPALYA,2,1296.0,2.0,81.0
MURUGESHPALYA,3,1550.0,3.0,74.0
MURUGESHPALYA,3,1845.0,3.0,91.0
MURUGESHPALYA,2,1185.0,2.0,85.0
MURUGESHPALYA,2,1225.0,2.0,48.0
MURUGESHPALYA,3,1930.0,3.0,75.0
MURUGESHPALYA,3,1600.0,2.0,65.0
MURUGESHPALYA,3,1344.0,2.0,56.0
MURUGESHPALYA,3,1500.0,2.0,70.0
MURUGESHPALYA,3,1855.0,3.0,96.0
MURUGESHPALYA,2,1175.0,2.0,75.0
MYSORE ROAD,2,1175.0,2.0,73.5
MYSORE ROAD,3,1710.0,4.0,91.31
MYSORE ROAD,2,1020.0,2.0,48.95
MYSORE ROAD,2,1175.0,2.0,73.5
MYSORE ROAD,2,1070.0,2.0,45.0
MYSORE ROAD,2,1239.0,2.0,53.0
MYSORE ROAD,2,1060.0,2.0,62.0
MYSORE ROAD,2,980.0,2.0,45.47
MYSORE ROAD,2,883.0,2.0,40.0
MYSORE ROAD,3,1525.0,3.0,96.0
MYSORE ROAD,2,1200.0,2.0,65.0
MYSORE ROAD,2,883.0,2.0,40.95
MYSORE ROAD,2,1070.0,2.0,49.65
MYSORE ROAD,2,883.0,2.0,50.0
MYSORE ROAD,2,1155.0,2.0,51.0
MYSORE ROAD,2,1003.0,2.0,43.0
MYSORE ROAD,2,1237.0,2.0,73.0
MYSORE ROAD,2,883.0,2.0,45.0
MYSORE ROAD,2,1170.0,2.0,65.0
MYSORE ROAD,2,1030.0,2.0,50.855
MYSORE ROAD,2,940.0,2.0,43.61
MYSORE ROAD,2,1020.0,2.0,48.95
MYSORE ROAD,3,1568.0,2.0,100.0
MYSORE ROAD,2,1175.0,2.0,70.5
MYSORE ROAD,3,1080.0,2.0,60.0
MYSORE ROAD,2,883.0,2.0,37.0
NAGADEVANAHALLI,2,1080.0,2.0,39.0
NAGADEVANAHALLI,2,1090.0,2.0,36.0
NAGADEVANAHALLI,3,1250.0,2.0,65.0
NAGADEVANAHALLI,2,2400.0,2.0,135.0
NAGADEVANAHALLI,3,1240.0,2.0,65.0
NAGADEVANAHALLI,3,1240.0,2.0,65.0
NAGANATHAPURA,2,1001.0,2.0,33.03
NAGANATHAPURA,2,1103.0,2.0,55.0
NAGANATHAPURA,2,1143.0,2.0,62.0
NAGANATHAPURA,2,2260.0,3.0,80.0
NAGANATHAPURA,1,600.0,1.0,33.0
NAGANATHAPURA,3,1451.0,3.0,68.0
NAGANATHAPURA,1,1200.0,1.0,39.82
NAGAPPA REDDY LAYOUT,2,1209.0,2.0,50.0
NAGAPPA REDDY LAYOUT,2,1100.0,2.0,43.5
NAGAPPA REDDY LAYOUT,3,1495.0,2.0,65.0
NAGAPPA REDDY LAYOUT,3,1820.0,3.0,79.5
NAGAPPA REDDY LAYOUT,3,1350.0,3.0,60.0
NAGAPPA REDDY LAYOUT,3,1495.0,2.0,70.0
NAGARBHAVI,3,1630.0,2.0,98.0
NAGARBHAVI,3,1350.0,3.0,150.0
NAGARBHAVI,2,1200.0,2.0,150.0
NAGARBHAVI,3,2400.0,3.0,160.0
NAGARBHAVI,1,884.0,2.0,36.0
NAGARBHAVI,2,1055.0,2.0,55.0
NAGARBHAVI,2,1223.0,2.0,60.0
NAGARBHAVI,2,956.0,2.0,49.0
NAGARBHAVI,3,1400.0,2.0,85.0
NAGARBHAVI,2,1145.0,2.0,40.0
NAGARBHAVI,4,1250.0,3.0,175.0
NAGARBHAVI,1,710.0,2.0,40.0
NAGARBHAVI,2,1212.0,2.0,50.0
NAGARBHAVI,2,1020.0,2.0,55.0
NAGARBHAVI,2,1120.0,2.0,53.0
NAGARBHAVI,2,1146.0,2.0,50.0
NAGARBHAVI,2,1190.0,2.0,63.0
NAGARBHAVI,2,1050.0,2.0,80.0
NAGARBHAVI,5,2500.0,3.0,180.0
NAGARBHAVI,2,1250.0,3.0,170.0
NAGARBHAVI,3,1400.0,2.0,135.0
NAGARBHAVI,2,1100.0,2.0,46.2
NAGARBHAVI,2,1080.0,2.0,49.0
NAGARBHAVI,4,1800.0,3.0,180.0
NAGARBHAVI,2,1225.0,2.0,58.0
NAGASANDRA,2,980.0,2.0,48.0
NAGASANDRA,4,2400.0,4.0,145.0
NAGASANDRA,3,1650.0,3.0,95.0
NAGASANDRA,2,1500.0,2.0,91.0
NAGAVARA,1,400.0,1.0,14.0
NAGAVARA,4,2172.65,3.0,120.0
NAGAVARA,3,2319.0,3.0,180.0
NAGAVARA,3,2430.0,4.0,180.0
NAGAVARA,2,936.0,2.0,40.2
NAGAVARA,2,1125.0,2.0,44.5
NAGAVARA,2,1315.0,2.0,70.0
NAGAVARA,2,1077.0,2.0,50.0
NAGAVARA,4,2496.0,4.0,125.0
NAGAVARA,2,1110.0,2.0,44.95
NAGAVARA,2,1247.0,2.0,58.56
NAGAVARAPALYA,2,1392.0,2.0,99.0
NAGAVARAPALYA,1,705.0,1.0,52.5
NAGAVARAPALYA,3,1300.0,3.0,80.0
NAGAVARAPALYA,1,705.0,1.0,57.0
NAGAVARAPALYA,1,705.0,1.0,55.0
NAGAVARAPALYA,1,705.0,1.0,57.0
NAGAVARAPALYA,2,1335.0,2.0,110.0
NAGAVARAPALYA,2,1260.0,2.0,85.5
NARAYANAPURA,2,1308.0,2.0,89.04
NARAYANAPURA,3,1566.0,3.0,83.3
NARAYANAPURA,3,1485.0,3.0,85.0
NARAYANAPURA,2,1302.0,2.0,69.1
NARAYANAPURA,2,1308.0,2.0,89.04
NARAYANAPURA,3,2357.0,3.0,135.0
NARAYANAPURA,2,1469.0,2.0,99.14
NEELADRI NAGAR,2,1053.0,2.0,45.0
NEELADRI NAGAR,2,1363.0,2.0,68.0
NEELADRI NAGAR,3,2556.0,3.0,133.0
NEELADRI NAGAR,1,674.0,1.0,21.0
NEELADRI NAGAR,1,527.0,1.0,26.0
NEELADRI NAGAR,3,1167.0,2.0,38.0
NEELADRI NAGAR,2,1060.0,2.0,35.0
NEELADRI NAGAR,1,640.0,1.0,20.5
NEELADRI NAGAR,2,1105.0,2.0,30.0
NEELADRI NAGAR,2,1100.0,2.0,30.0
NEELADRI NAGAR,3,2111.0,3.0,103.0
NEHRU NAGAR,3,1775.0,3.0,110.0
NEHRU NAGAR,4,2363.0,5.0,120.0
NEHRU NAGAR,4,2342.0,3.0,115.0
NEHRU NAGAR,2,967.0,2.0,41.1
NEHRU NAGAR,3,1374.0,3.0,72.0
NEHRU NAGAR,3,1674.0,3.0,90.0
NEHRU NAGAR,3,1269.0,2.0,63.0
NEHRU NAGAR,2,1100.0,2.0,50.0
NEHRU NAGAR,3,1674.0,3.0,81.0
NGR LAYOUT,2,1020.0,2.0,45.9
NGR LAYOUT,2,1105.0,2.0,49.73
NGR LAYOUT,2,1022.0,2.0,45.9
NGR LAYOUT,2,1020.0,2.0,45.0
NGR LAYOUT,2,1019.0,2.0,45.9
NGR LAYOUT,2,1020.0,2.0,46.0
NGR LAYOUT,2,1021.0,2.0,46.0
NGR LAYOUT,2,1021.0,2.0,45.9
NRI LAYOUT,3,1565.0,2.0,75.0
NRI LAYOUT,5,2500.0,5.0,130.0
NRI LAYOUT,2,1125.0,2.0,45.56
NRI LAYOUT,4,2150.0,4.0,115.0
NRI LAYOUT,2,1250.0,2.0,75.0
NRI LAYOUT,3,1789.0,3.0,75.0
NRI LAYOUT,3,1731.0,3.0,64.11
NRI LAYOUT,2,2400.0,2.0,125.0
OLD AIRPORT ROAD,4,2732.0,4.0,204.0
OLD AIRPORT ROAD,4,3356.0,4.0,251.0
OLD AIRPORT ROAD,2,1206.0,2.0,75.0
OLD AIRPORT ROAD,4,2774.0,4.0,207.0
OLD AIRPORT ROAD,4,2690.0,4.0,191.0
OLD AIRPORT ROAD,4,2690.0,4.0,199.0
OLD AIRPORT ROAD,2,1655.0,2.0,97.65
OLD AIRPORT ROAD,2,1075.0,2.0,60.0
OLD AIRPORT ROAD,3,1858.0,2.0,167.0
OLD AIRPORT ROAD,2,1150.0,2.0,90.0
OLD AIRPORT ROAD,4,2658.0,5.0,187.0
OLD AIRPORT ROAD,2,946.0,2.0,58.0
OLD AIRPORT ROAD,4,2774.0,4.0,208.0
OLD AIRPORT ROAD,4,3200.0,4.0,280.0
OLD AIRPORT ROAD,4,2690.0,4.0,201.0
OLD AIRPORT ROAD,2,1145.0,2.0,75.0
OLD AIRPORT ROAD,4,2732.0,4.0,194.0
OLD AIRPORT ROAD,4,2658.0,5.0,189.0
OLD AIRPORT ROAD,4,2774.0,4.0,197.0
OLD AIRPORT ROAD,3,2392.0,3.0,249.0
OLD AIRPORT ROAD,4,3496.0,4.0,262.0
OLD AIRPORT ROAD,4,2732.0,4.0,204.0
OLD AIRPORT ROAD,3,1798.0,3.0,150.0
OLD AIRPORT ROAD,2,1184.0,2.0,78.0
OLD AIRPORT ROAD,4,3504.0,4.0,262.0
OLD AIRPORT ROAD,2,1055.0,2.0,75.0
OLD MADRAS ROAD,3,1425.0,2.0,94.0
OLD MADRAS ROAD,2,935.0,2.0,45.0
OLD MADRAS ROAD,3,1720.0,3.0,100.0
OLD MADRAS ROAD,2,1200.0,2.0,72.0
OLD MADRAS ROAD,2,1225.0,2.0,53.55
OLD MADRAS ROAD,2,1100.0,2.0,70.0
OLD MADRAS ROAD,2,1171.0,2.0,75.0
OLD MADRAS ROAD,2,1065.0,2.0,47.86
OLD MADRAS ROAD,4,2010.0,3.0,125.0
OLD MADRAS ROAD,3,1480.0,2.0,84.0
OLD MADRAS ROAD,2,1210.0,2.0,74.0
OLD MADRAS ROAD,2,1171.0,2.0,72.0
OLD MADRAS ROAD,3,1480.0,3.0,95.0
OLD MADRAS ROAD,2,1210.0,2.0,80.0
OLD MADRAS ROAD,3,1859.0,3.0,121.0
OLD MADRAS ROAD,3,2300.0,3.0,142.0
OLD MADRAS ROAD,2,1210.0,2.0,77.0
OLD MADRAS ROAD,2,1330.0,2.0,74.0
OLD MADRAS ROAD,3,1720.0,3.0,106.0
OLD MADRAS ROAD,3,2990.0,3.0,170.0
OLD MADRAS ROAD,2,1171.0,2.0,73.0
OLD MADRAS ROAD,3,1630.0,3.0,110.0
OLD MADRAS ROAD,2,1165.0,2.0,52.0
OLD MADRAS ROAD,2,2640.0,2.0,170.0
OLD MADRAS ROAD,2,1165.0,2.0,51.42
OMBR LAYOUT,3,2420.0,3.0,185.0
OMBR LAYOUT,2,1078.0,2.0,65.0
OMBR LAYOUT,2,1101.0,2.0,65.5
OMBR LAYOUT,2,1041.0,2.0,65.5
OMBR LAYOUT,2,1300.0,2.0,80.0
OMBR LAYOUT,2,1085.0,2.0,64.0
OMBR LAYOUT,3,1855.0,3.0,145.0
OMBR LAYOUT,2,1050.0,2.0,48.0
OMBR LAYOUT,2,1165.0,2.0,88.5
OMBR LAYOUT,2,1101.0,2.0,66.0
OMBR LAYOUT,4,3400.0,4.0,275.0
OTHER,3,2770.0,4.0,290.0
OTHER,2,1500.0,2.0,185.0
OTHER,2,840.0,2.0,45.0
OTHER,3,4395.0,3.0,240.0
OTHER,3,2511.0,3.0,205.0
OTHER,3,1660.0,2.0,105.0
OTHER,2,1200.0,2.0,65.0
OTHER,3,1200.0,3.0,90.0
OTHER,2,782.0,2.0,55.68
OTHER,3,1800.0,3.0,120.0
OTHER,3,1413.0,2.0,75.0
OTHER,2,945.0,2.0,54.0
OTHER,3,1870.0,3.0,110.0
OTHER,3,1260.0,2.0,85.05
OTHER,3,2795.0,4.0,235.0
OTHER,3,1904.0,3.0,150.0
OTHER,3,2000.0,3.0,175.0
OTHER,3,1500.0,3.0,100.0
OTHER,3,1783.0,3.0,115.0
OTHER,3,912.0,2.0,70.0
OTHER,3,1580.0,3.0,100.0
OTHER,3,1415.0,3.0,78.0
OTHER,3,2405.0,4.0,260.0
OTHER,2,1500.0,2.0,115.0
OTHER,2,1060.0,2.0,60.0
OTHER,8,2600.0,8.0,180.0
OTHER,2,1285.0,2.0,72.5
OTHER,3,4050.0,3.0,280.0
OTHER,2,1280.0,2.0,69.0
OTHER,3,3045.0,3.0,170.0
OTHER,2,900.0,2.0,110.0
OTHER,3,1560.0,3.0,115.0
OTHER,4,1200.0,4.0,165.0
OTHER,3,1645.0,3.0,95.0
OTHER,2,1200.0,2.0,79.0
OTHER,3,1350.0,2.0,140.0
OTHER,3,1800.0,3.0,150.0
OTHER,3,1762.0,3.0,125.0
OTHER,2,950.0,2.0,50.0
OTHER,3,1200.0,3.0,90.0
OTHER,3,2023.71,3.0,275.0
OTHER,3,2150.0,4.0,240.0
OTHER,4,3309.0,4.0,325.0
OTHER,11,5000.0,9.0,360.0
OTHER,2,1150.0,2.0,126.0
OTHER,2,1200.0,2.0,74.0
OTHER,3,1753.0,3.0,120.0
OTHER,2,1000.0,2.0,53.0
OTHER,2,720.0,2.0,45.0
OTHER,4,1200.0,3.0,165.0
OTHER,1,700.0,1.0,41.0
OTHER,3,1595.0,3.0,115.0
OTHER,2,1353.0,2.0,110.0
OTHER,1,1200.0,2.0,85.0
OTHER,3,1325.0,2.0,90.0
OTHER,2,1056.0,2.0,80.0
OTHER,3,1544.0,3.0,120.0
OTHER,2,1200.0,2.0,65.0
OTHER,1,540.0,1.0,36.0
OTHER,3,1578.0,3.0,180.0
OTHER,2,1600.0,2.0,115.0
OTHER,1,416.0,1.0,18.5
OTHER,1,834.0,1.0,60.0
OTHER,3,1125.0,4.0,70.0
OTHER,4,3000.0,5.0,260.0
OTHER,6,2160.0,5.0,250.0
OTHER,1,469.0,1.0,25.0
OTHER,2,1630.0,2.0,200.0
OTHER,3,1200.0,2.0,70.0
OTHER,3,1350.0,3.0,77.0
OTHER,4,4046.0,4.0,445.0
OTHER,3,1180.0,2.0,78.34
OTHER,2,1355.0,2.0,115.0
OTHER,1,600.0,1.0,50.0
OTHER,3,1875.0,3.0,165.0
OTHER,2,600.0,2.0,55.0
OTHER,3,1750.0,3.0,120.0
OTHER,3,1092.0,2.0,98.5
OTHER,4,1200.0,3.0,85.0
OTHER,1,425.0,1.0,20.03
OTHER,1,600.0,1.0,60.0
OTHER,2,1468.0,2.0,140.0
OTHER,4,4300.0,5.0,550.0
OTHER,2,775.0,2.0,55.0
OTHER,2,1105.0,2.0,58.0
OTHER,3,1352.0,3.0,135.0
OTHER,4,1200.0,3.0,95.0
OTHER,3,1976.0,3.0,184.0
OTHER,4,5500.0,4.0,600.0
OTHER,3,1200.0,3.0,95.0
OTHER,2,1180.0,2.0,69.0
OTHER,1,686.0,1.0,17.0
OTHER,4,1500.0,4.0,180.0
OTHER,2,1282.0,2.0,87.0
OTHER,3,1500.0,2.0,95.0
OTHER,2,1300.0,1.0,115.0
OTHER,1,530.0,1.0,20.0
OTHER,2,1350.0,2.0,80.0
OTHER,8,2400.0,6.0,125.0
OTHER,2,1141.0,2.0,62.0
OTHER,1,950.0,1.0,40.0
OTHER,3,1480.0,3.0,90.0
OTHER,3,1600.0,3.0,90.0
OTHER,4,1200.0,4.0,135.0
OTHER,3,1500.0,3.0,115.0
OTHER,3,1824.0,3.0,125.0
OTHER,1,750.0,1.0,56.25
OTHER,4,6000.0,5.0,400.0
OTHER,3,2400.0,3.0,170.0
OTHER,3,1500.0,2.0,98.0
OTHER,3,3095.0,3.0,350.0
OTHER,1,1200.0,1.0,28.0
OTHER,3,1500.0,3.0,100.0
OTHER,5,1560.0,5.0,145.0
OTHER,3,1560.0,3.0,188.0
OTHER,1,485.0,1.0,15.0
OTHER,3,1200.0,3.0,130.0
OTHER,2,1050.0,2.0,67.0
OTHER,3,1596.0,3.0,105.0
OTHER,3,1200.0,3.0,85.0
OTHER,2,1132.0,2.0,67.0
OTHER,3,1515.0,3.0,88.0
OTHER,2,1380.0,2.0,80.0
OTHER,4,4346.0,5.0,500.0
OTHER,3,2200.0,3.0,187.0
OTHER,3,3329.0,3.0,330.0
OTHER,4,3600.0,4.0,300.0
OTHER,4,3500.0,3.0,450.0
OTHER,2,1093.0,2.0,65.0
OTHER,3,1535.0,3.0,95.0
OTHER,2,1100.0,2.0,62.7
OTHER,3,2197.0,4.0,280.0
OTHER,2,1100.0,2.0,60.0
OTHER,4,1600.0,3.0,172.0
OTHER,3,1450.0,2.0,85.0
OTHER,4,2000.0,3.0,166.0
OTHER,3,1756.0,3.0,100.0
OTHER,3,1532.0,3.0,92.0
OTHER,3,1650.0,3.0,110.0
OTHER,2,1200.0,2.0,66.0
OTHER,3,1525.0,2.0,122.0
OTHER,4,2400.0,3.0,200.0
OTHER,2,1000.0,2.0,130.0
OTHER,2,3040.0,1.0,180.0
OTHER,3,1390.0,3.0,120.0
OTHER,2,1135.0,2.0,68.0
OTHER,2,900.0,2.0,55.0
OTHER,3,2500.0,3.0,250.0
OTHER,2,1269.72,2.0,68.0
OTHER,3,1168.0,3.0,70.0
OTHER,4,2100.0,4.0,155.0
OTHER,3,1515.0,3.0,93.93
OTHER,6,2700.0,4.0,214.0
OTHER,3,2000.0,3.0,210.0
OTHER,5,2400.0,4.0,300.0
OTHER,3,1760.0,3.0,176.0
OTHER,1,595.0,1.0,42.0
OTHER,2,1170.0,2.0,86.0
OTHER,4,2200.0,4.0,235.0
OTHER,3,1650.0,3.0,175.0
OTHER,3,1670.0,3.0,91.86
OTHER,3,1250.0,2.0,80.0
OTHER,3,1650.0,4.0,160.0
OTHER,3,1494.0,2.0,94.55
OTHER,2,800.0,2.0,50.0
OTHER,2,1225.0,2.0,150.0
OTHER,4,3675.0,4.0,367.0
OTHER,2,1200.0,2.0,150.0
OTHER,2,1350.0,2.0,80.0
OTHER,3,1614.0,3.0,110.0
OTHER,2,1188.0,2.0,73.0
OTHER,3,1480.0,3.0,90.0
OTHER,2,680.0,2.0,42.0
OTHER,2,955.0,2.0,53.55
OTHER,3,2479.13,3.0,215.0
OTHER,2,1100.0,2.0,106.0
OTHER,3,1925.0,3.0,120.0
OTHER,1,650.0,1.0,26.0
OTHER,3,2000.0,3.0,207.0
OTHER,2,1050.0,2.0,110.0
OTHER,3,1685.0,2.0,110.0
OTHER,3,1550.0,3.0,110.0
OTHER,1,500.0,1.0,20.0
OTHER,3,3155.0,4.0,370.0
OTHER,3,1765.0,3.0,105.0
OTHER,2,1265.0,2.0,70.0
OTHER,2,1012.0,2.0,59.0
OTHER,3,2045.0,4.0,154.0
OTHER,6,2400.0,4.0,280.0
OTHER,1,581.91,2.0,25.0
OTHER,3,1158.0,2.0,85.0
OTHER,4,4750.0,5.0,600.0
OTHER,2,1350.0,2.0,185.0
